Run	Isolate_Source1	Isolate_Source2	Isolate_Source3	Habitat
SRR3989217	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR3989218	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR3989219	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR3989220	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR3989223	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR3989224	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR3989238	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR3989239	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR4027687	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Saline-alkaline
SRR4027688	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Saline-alkaline
SRR4030098	Hot spring	USA: Wyoming	USA: Octopus Spring, Wyoming	Hot
SRR4030103	Hot spring	USA: Wyoming	USA: One Hundred Spring Plain, Wyoming	Cross_habitat
SRR4030105	Hot spring	USA: California	USA: Elkhorn Slough, Monterey Bay, California	Saline-alkaline
SRR4030107	Hot spring	USA: California	USA: Elkhorn Slough, Monterey Bay, California	Saline-alkaline
SRR4030111	Hot spring	USA: California	USA: Elkhorn Slough, Monterey Bay, California	Saline-alkaline
SRR4242549	Permafrost	Russia: Bykovsky Peninsula	Russia: Bykovsky Peninsula	Cold
SRR4242550	Permafrost	Russia: Gydan Peninsula	Russia: Gydan Peninsula	Cold
SRR4242551	Permafrost	Russia: Omolon River	Russia: Omolon River	Cold
SRR5189948	Hydrothermal related	Pacific Ocean: Loihi Seamount	Pacific Ocean: Loihi Seamount	Pressure
SRR5189949	Hydrothermal related	Pacific Ocean: Loihi Seamount	Pacific Ocean: Loihi Seamount	Pressure
SRR5189950	Hydrothermal related	Pacific Ocean: Loihi Seamount	Pacific Ocean: Loihi Seamount	Pressure
SRR5189951	Hydrothermal related	Pacific Ocean: Loihi Seamount	Pacific Ocean: Loihi Seamount	Pressure
SRR5189952	Hydrothermal related	Pacific Ocean: Loihi Seamount	Pacific Ocean: Loihi Seamount	Pressure
SRR5189953	Hydrothermal related	Pacific Ocean: Loihi Seamount	Pacific Ocean: Loihi Seamount	Pressure
SRR5214705	Hot spring	South Africa: Limpopo	South Africa: Limpopo	Hot
SRR5214706	Hot spring	South Africa: Tshipise	South Africa: Tshipise	Hot
SRR5216251	Hot spring	USA: California	USA: Cone Pool, California	Hot
SRR5216256	Hot spring	USA: California	USA: Cone Pool, California	Hot
SRR5216647	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Saline-alkaline
SRR5216649	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Saline-alkaline
SRR5216650	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Saline-alkaline
SRR5216651	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Cross_habitat
SRR5216652	Antarctic saline lake	Antarctica: Rauer Islands	Antarctica: Torckler E6, Rauer Islands	Saline-alkaline
SRR5216654	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Cross_habitat
SRR5216655	Antarctic saline lake	Antarctica: Rauer Islands	Antarctica: Torckler E11, Rauer Islands	Saline-alkaline
SRR5216656	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Saline-alkaline
SRR5216657	Antarctic saline lake	Antarctica: Rauer Islands	Antarctica: Torckler E11, Rauer Islands	Saline-alkaline
SRR5216658	Antarctic saline lake	Antarctica: Rauer Islands	Antarctica: Torckler Filla 1, Rauer Islands	Saline-alkaline
SRR5247126	Hot spring	USA: Wyoming	USA: Octopus Spring, Wyoming	Hot
SRR5248167	Hot spring	USA: Wyoming	USA: Obsidian Pool, Wyoming	Hot
SRR5248299	Hot spring	USA: Wyoming	USA: Obsidian Pool, Wyoming	Hot
SRR5248300	Hot spring	USA: Wyoming	USA: Obsidian Pool, Wyoming	Hot
SRR5248301	Hot spring	USA: Wyoming	USA: Obsidian Pool, Wyoming	Hot
SRR5248302	Hot spring	USA: Wyoming	USA: Obsidian Pool, Wyoming	Hot
SRR5248364	Hot spring	USA: Wyoming	USA: NA, Wyoming	Hot
SRR5248365	Hot spring	USA: Wyoming	USA: Obsidian Pool, Wyoming	Hot
SRR5248366	Hot spring	USA: Wyoming	USA: Mushroom Spring, Wyoming	Hot
SRR5248374	Hot spring	USA: Wyoming	USA: NA, Wyoming	Hot
SRR5248403	Hot spring	USA: Wyoming	USA: NA, Wyoming	Hot
SRR5248875	Hot spring	USA: Wyoming	USA: Obsidian Pool, Wyoming	Hot
SRR5248876	Hot spring	USA: Wyoming	USA: Obsidian Pool, Wyoming	Hot
SRR5271190	Saline lake	USA: Hot Lake, Washington	USA: Hot Lake, Washington	Saline-alkaline
SRR5450431	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5450432	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5450434	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5450438	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5450631	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5450747	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5450755	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5450756	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5450757	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5450758	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5450759	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5450830	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5451031	Hot spring	Chile: Los lagos, Porcelana Hot Spring	Chile: Los lagos, Porcelana Hot Spring	Hot
SRR5451032	Hot spring	Chile: Los lagos, Porcelana Hot Spring	Chile: Los lagos, Porcelana Hot Spring	Hot
SRR5451033	Hot spring	Chile: Los lagos, Porcelana Hot Spring	Chile: Los lagos, Porcelana Hot Spring	Hot
SRR5451355	Hot spring	USA: Wyoming	USA: NA, Wyoming	Hot
SRR5451356	Hot spring	USA: Wyoming	USA: Mushroom Spring, Wyoming	Hot
SRR5451357	Hot spring	USA: Wyoming	USA: NA, Wyoming	Hot
SRR5457699	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Saline-alkaline
SRR5458543	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Saline-alkaline
SRR5458544	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Saline-alkaline
SRR5458594	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cold
SRR5458596	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cold
SRR5458597	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cold
SRR5458598	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cold
SRR5458681	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cold
SRR5458685	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cold
SRR5458845	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cold
SRR5458846	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cold
SRR5458847	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cold
SRR5458848	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cold
SRR5458850	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cold
SRR5459186	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cold
SRR5459187	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cold
SRR5459189	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cross_habitat
SRR5459190	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cross_habitat
SRR5468531	Hot spring	USA: Nevada	USA:Sandy's Spring West,  Nevada	Hot
SRR5468563	Hot spring	USA: Nevada	USA:Sandy's Spring West,  Nevada	Hot
SRR5468564	Hot spring	USA: California	USA: Little Hot Creek 4, California	Hot
SRR5469038	Hot spring	China	China	Hot
SRR5469039	Hot spring	China	China	Hot
SRR5471030	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5471031	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5471032	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5471221	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5476649	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5476651	Permafrost	USA: Alaska	USA: Alaska	Cold
SRR5580868	Hot spring	Canada: Banff	Canada: Banff	Acid
SRR5581653	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cross_habitat
SRR5581654	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cold
SRR5581655	Antarctic saline lake	Antarctica: Ace Lake	Antarctica: Ace Lake	Cold
SRR5637210	Saline lake	Australia: Victoria	Australia: Lake Tyrrell, Victoria	Saline-alkaline
SRR5641139	Hot spring	USA: California	USA: Elkhorn Slough, Monterey Bay, California	Saline-alkaline
SRR5659263	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR5660397	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR5660398	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR5664279	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR5664280	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR5665213	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR5665647	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR5665648	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR5665809	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR5665811	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR5674476	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR5674536	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR5680860	Permafrost	USA: Barrow Environmental Observatory site, Barrow, Alaska	USA: Barrow Environmental Observatory site, Barrow, Alaska	Cold
SRR5747841	Hot spring	USA: Nevada	USA:Beatty,  Nevada	Hot
SRR5747861	Hot spring	USA: Nevada	USA:Beatty,  Nevada	Hot
SRR5826612	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR5826613	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR5826614	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR5826615	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR5826616	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR5826617	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR5826618	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR5826619	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR5826620	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR5826621	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR5826627	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR5826628	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR5826631	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR5826632	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR5826633	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR5826634	Saline lake	USA: California	USA: Mono Lake, California	Saline-alkaline
SRR6129205	Antarctic saline lake	Antarctica: Rauer Islands	Antarctica: Torckler E6, Rauer Islands	Saline-alkaline
SRR6129206	Antarctic saline lake	Antarctica: Club Lake	Antarctica: Club Lake	Saline-alkaline
SRR6129207	Antarctic saline lake	Antarctica: Club Lake	Antarctica: Club Lake	Saline-alkaline
SRR6129208	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Cross_habitat
SRR6129209	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Cross_habitat
SRR6129210	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Cross_habitat
SRR6129211	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Cross_habitat
SRR6129212	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Cross_habitat
SRR6129228	Antarctic saline lake	Antarctica: Club Lake	Antarctica: Club Lake	Saline-alkaline
SRR6129229	Antarctic saline lake	Antarctica: Rauer Islands	Antarctica: Torckler E6, Rauer Islands	Saline-alkaline
SRR6129343	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Cross_habitat
SRR6129344	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Cross_habitat
SRR6129541	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Cross_habitat
SRR6129542	Antarctic saline lake	Antarctica: Rauer Islands	Antarctica: Torckler Filla 3, Rauer Islands	Saline-alkaline
SRR6129543	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Cross_habitat
SRR6129544	Antarctic saline lake	Antarctica: Club Lake	Antarctica: Club Lake	Saline-alkaline
SRR6129545	Antarctic saline lake	Antarctica: Rauer Islands	Antarctica: Torckler Filla 3, Rauer Islands	Saline-alkaline
SRR6129546	Antarctic saline lake	Antarctica: Rauer Islands	Antarctica: Torckler Filla 3, Rauer Islands	Saline-alkaline
SRR6129595	Antarctic saline lake	Antarctica: Rauer Islands	Antarctica: Torckler Filla 1, Rauer Islands	Saline-alkaline
SRR6129596	Antarctic saline lake	Antarctica: Rauer Islands	Antarctica: Torckler Filla 1, Rauer Islands	Saline-alkaline
SRR6129767	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Saline-alkaline
SRR6129768	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Saline-alkaline
SRR6129769	Antarctic saline lake	Antarctica: Rauer Islands	Antarctica: Torckler E11, Rauer Islands	Saline-alkaline
SRR6129770	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Saline-alkaline
SRR6186031	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Saline-alkaline
SRR6186032	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Cross_habitat
SRR6186033	Antarctic saline lake	Antarctica: Deep Lake	Antarctica: Deep Lake	Cross_habitat
